H,eta,L,xb_ratio,FB,feasible,score_avg_speed,v_T_30,v_T_80,v_max_30,v_max_80,max_decel,T_max,sag_max
5.0,0.002,601.2208329716561,0.75,0.0,False,,,,5.948656390847438,11.02336222835606,1.1801769289050459,57736.84544806576,21.389472947189155
